source,target,weight
O,Gd1Ba2Cu3O6.99,6.99
O,Gd1Ba2Cu2.91Fe0.09O6.94,6.94
O,Gd1Ba2Cu2.82Fe0.18O6.91,6.91
O,Gd1Ba2Cu2.73Fe0.27O6.98,6.98
O,Sm1Ba2Cu3O7,7
O,Gd1Ba2Cu3O,1
O,Gd1Ba2Cu2.972Fe0.03O,1
O,Gd1Ba2Cu2.95Fe0.05O,1
O,Gd1Ba2Cu2.93Fe0.07O,1
O,Gd1Ba2Cu2.9Fe0.1O,1
O,Gd1Ba2Cu2.85Fe0.15O,1
O,Gd1Ba2Cu2.8Fe0.2O,1
O,Gd1Ba2Cu2.7Fe0.3O,1
O,Y1Ba2Cu3O6.96,6.96
O,La1.8Sr0.2Cu1O3.95,3.95
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca0.9Lu0.1Cu2O8,8
O,Bi2Sr2Ca0.8Lu0.2Cu2O8,8
O,Bi2Sr2Ca0.7Lu0.3Cu2O8,8
O,Bi2Sr2Ca0.6Lu0.4Cu2O8,8
O,Bi2Sr2Ca0.5Lu0.5Cu2O8,8
O,Bi2Sr2Ca0.9Na0.1Cu2O8,8
O,Bi2Sr2Ca0.8Na0.2Cu2O8,8
O,Bi2Sr2Ca0.7Na0.3Cu2O8,8
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca0.9Na0.1Cu2O8,8
O,Bi2Sr2Ca0.8Na0.2Cu2O8,8
O,Bi2Sr2Ca0.7Na0.3Cu2O8,8
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca0.9Na0.1Cu2O8,8
O,Bi2Sr2Ca0.8Na0.2Cu2O8,8
O,Bi2Sr2Ca0.7Na0.3Cu2O8,8
O,Y1Ba2Cu3O6.45,6.45
O,Y1Ba2Cu3O6.5,6.5
O,Y1Ba2Cu3O6.8,6.8
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O6.8,6.8
O,Y1Ba2Cu3O6.95,6.95
O,Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06O,1
O,Bi0.7Pb0.3Sr1Ca1Cu1.8O6,6
O,Bi1Sr1Ca1Cu2O,1
O,Bi2Sr1.8La0.2Ca1Cu2O8,8
O,Bi2Sr1.6La0.4Ca1Cu2O8,8
O,Bi2Sr1.4La0.6Ca1Cu2O8,8
O,Bi2Sr1.8K0.2Ca1Cu2O8,8
O,Bi2Sr1.6K0.4Ca1Cu2O8,8
O,Bi2Sr1.8K0.2Ca1Cu2O8,8
O,Bi2Sr1.6K0.4Ca1Cu2O8,8
O,Bi2Sr1.8K0.2Ca1Cu2O8,8
O,Bi2Sr1.6K0.4Ca1Cu2O8,8
O,Y0.9Pr0.1Ba2Cu3O7,7
O,Y0.8Pr0.2Ba2Cu3O7,7
O,Y0.7Pr0.3Ba2Cu3O7,7
O,Y0.6Pr0.4Ba2Cu3O7,7
O,Y0.5Pr0.5Ba2Cu3O7,7
O,Er1Ba2Cu3O6.53,6.53
O,Er1Ba2Cu3O6.64,6.64
O,Er1Ba2Cu3O6.78,6.78
O,Er1Ba2Cu3O6.87,6.87
O,Er1Ba2Cu3O7,7
O,Bi2Sr2Ca0.9Y0.1Cu2O8,8
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca0.8Y0.2Cu2O8,8
O,Bi2Sr2Ca0.7Y0.3Cu2O8,8
O,Bi2Sr2Ca0.6Y0.4Cu2O8,8
O,Bi2Sr2Ca0.5Y0.5Cu2O8,8
O,Bi2Sr2Ca0.55Y0.45Cu2O8,8
O,Y1Ba2Cu3O6.96,6.96
O,Y0.9Pr0.1Ba2Cu3O6.91,6.91
O,Y0.8Pr0.2Ba2Cu3O6.91,6.91
O,Y0.7Pr0.3Ba2Cu3O6.88,6.88
O,Y0.65Pr0.35Ba2Cu3O7.01,7.01
O,Y0.6Pr0.4Ba2Cu3O6.9,6.9
O,Y0.55Pr0.45Ba2Cu3O7.01,7.01
O,Y1Ba2Cu3O7,7
O,Eu1Ba2Cu3O7,7
O,Y1Ba2Cu3O7.1,7.1
O,La1.85Sr0.15Cu1O4,4
O,Bi2La0.5Ca1.5Cu2O,1
O,Bi2La0.3Ca2.7Cu2O,1
O,Bi2Pr0.5Ca1.5Cu2O,1
O,Ba0.6K0.4Bi1O3,3
O,La1Ba2Cu2.9O6.82,6.82
O,La1Ba2Cu3O6.85,6.85
O,Y1Ba2Cu3O6.9,6.9
O,Y1Ba2Cu2.9Zn0.1O6.94,6.94
O,Y1Ba2Cu2.9Al0.1O7.1,7.1
O,Y1Ba2Cu2.9Sn0.1O7.28,7.28
O,Tl2Ba2Ca2Cu3O,1
O,La2Cu1O4,4
O,La1.88Ba0.12Cu1O4,4
O,La1.84Sr0.16Cu1O4,4
O,La1.84Sr0.16Cu0.987Ni0.013O4,4
O,La1.84Sr0.16Cu0.975Ni0.025O4,4
O,Bi4Ca3Sr3Cu4O16,16
O,Bi4Ca3Sr3Cu4O16,16
O,Bi4Ca3Sr3Cu4O16,16
O,Bi2Sr2Cu1O6,6
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca2Cu3O10,10
O,Bi2Sr2Ca1Cu2O,1
O,Eu1Ba2Cu3O7,7
O,Bi2.15Sr1.68Ca1.17Cu2O,1
O,Bi2.4Sr2Ca1.6Cu3O,1
O,Li0.9Mo6O17,17
O,Bi2.2Sr2Ca1.8Cu3O,1
O,Bi2Sr2Ca2Cu3O,1
O,Bi1.95Sr2Ca2Cu3O,1
O,Bi1.8Sr2Ca2Cu3O,1
O,Bi1.7Sr2Ca2Cu3Pb0.3O,1
O,Bi1.9Sr2Ca2Cu3Pb0.3O,1
O,Bi1.8Sr2Ca2Cu3Pb0.6O,1
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu2.97Al0.03O7,7
O,Y1Ba2Cu2.94Al0.06O7,7
O,Y1Ba2Cu2.88Al0.12O7,7
O,Y1Ba2Cu2.82Al0.18O7,7
O,Y1Ba2Cu2.76Al0.24O7,7
O,Y1Ba2Cu2.7Al0.3O7,7
O,Y1Ba2Cu2.97Fe0.03O7,7
O,Y1Ba2Cu2.949Fe0.051O7,7
O,Y1Ba2Cu2.901Fe0.099O7,7
O,Y1Ba2Cu2.799Fe0.201O7,7
O,Y1Ba2Cu3O7,7
O,Y0.33Ba0.67Cu3O,1
O,Y2Ba3Cu5O,1
O,Y1Ba2Cu3O7.1,7.1
O,Y1.1Ba2Cu3O,1
O,Ba1Pb0.8Bi0.2O3,3
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu2.94Ga0.06O7,7
O,Y1Ba2Cu2.91Ga0.09O7,7
O,Y1Ba2Cu2.88Ga0.12O7,7
O,Y1Ba2Cu2.85Ga0.15O7,7
O,Y1Ba2Cu2.82Ga0.18O7,7
O,Y1Ba2Cu2.76Ga0.24O7,7
O,Y1Ba2Cu2.7Ga0.3O7,7
O,La1Ba2Cu3O7,7
O,Tl2Sr2Ca2Cu3O10,10
O,Tl2Sr1Ca2Cu3O9,9
O,Tl2.2Ca2Ba2.14Cu3.72O,1
O,Bi1.7Sr1.3Ca2Cu3O,1
O,Y1Ba2Cu3O6.94,6.94
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O6.78,6.78
O,Y1Ba2Cu3O6.76,6.76
O,Y1Ba2Cu3O6.72,6.72
O,Y1Ba2Cu3O6.6,6.6
O,Y1Ba2Cu3O6.53,6.53
O,Y1Ba2Cu3O6.51,6.51
O,Y1Ba2Cu3O6.3,6.3
O,Y1Ba2Cu2.73Fe0.27O7.1,7.1
O,La1.85Sr0.15Cu1O4,4
O,La1.85Sr0.15Cu0.995Zn0.005O4,4
O,La1.85Sr0.15Cu0.99Zn0.01O4,4
O,La1.85Sr0.15Cu0.985Zn0.015O4,4
O,La1.85Sr0.15Cu0.98Zn0.02O4,4
O,Y1Ba2Cu3O6.41,6.41
O,Y1Ba2Cu3O6.89,6.89
O,Y1Ba2Cu3O6.67,6.67
O,Y1Ba2Cu3O6.56,6.56
O,Y1Ba2Cu3O6.49,6.49
O,Y1Ba2Cu2.955Fe0.045O7,7
O,Y1Ba2Cu2.895Fe0.105O7,7
O,Y1Ba2Cu2.85Fe0.15O7,7
O,Y1Ba2Cu2.7Fe0.3O7,7
O,Y1Ba2Cu2.829Zn0.171O7,7
O,Y1Ba2Cu2.85Zn0.15O7,7
O,Y1Ba2Cu2.868Zn0.132O7,7
O,Y1Ba2Cu2.901Zn0.099O7,7
O,Y1Ba2Cu2.919Zn0.081O7,7
O,Y1Ba2Cu2.949Zn0.051O7,7
O,Y1Ba2Cu2.97Zn0.03O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3S0.001O7,7
O,Y1Ba2Cu3S0.05O7,7
O,Y1Ba2Cu3Se0.05O7,7
O,Y1Ba2Cu3O6.9,6.9
O,Sm1Ba2Cu3O6.944,6.944
O,Sm1.2Ba1.8Cu3O6.965,6.965
O,Sm1.1Ba1.9Cu3O7,7
O,Sm1.35Ba1.65Cu3O7,7
O,Bi2Sr2Ca0.67Y0.33Cu2O8,8
O,Bi2Sr2Ca0.83Y0.17Cu2O8,8
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca0.5Y0.5Cu2O8,8
O,Bi1Pb0.1Sr1Ca1Cu2O,1
O,Bi1Pb0.2Sr1Ca1Cu2O,1
O,Bi1Pb0.3Sr1Ca1Cu2O,1
O,Bi1Pb0.4Sr1Ca1Cu2O,1
O,Bi0.8Pb0.1Sr0.8Ca1Cu1.4O,1
O,Bi0.8Pb0.2Sr0.8Ca1Cu1.4O,1
O,Bi0.8Pb0.3Sr0.8Ca1Cu1.4O,1
O,Bi0.8Pb0.4Sr0.8Ca1Cu1.4O,1
O,Y1Ba1.95Cs0.05Cu3O7,7
O,Bi2.2Sr1.8Ca1Cu2O,1
O,Y1Ba2Cu3O6.9,6.9
O,Y1Ba2Cu3O6.95,6.95
O,Y1Ba2Cu3O7,7
O,Eu1Ba2Cu3O,1
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Y0.96Tb0.04Ba2Cu3O7,7
O,Y0.92Tb0.08Ba2Cu3O7,7
O,Y0.88Tb0.12Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu2.97Ga0.03O7,7
O,Y1Ba2Cu2.94Ga0.06O7,7
O,Y1Ba2Cu2.91Ga0.09O7,7
O,Y1Ba2Cu2.88Ga0.12O7,7
O,Y1Ba2Cu2.85Ga0.15O7,7
O,Y1Ba2Cu2.82Ga0.18O7,7
O,Y1Ba2Cu2.79Ga0.21O7,7
O,Y1Ba2Cu2.76Ga0.24O7,7
O,Y1Ba2Cu2.73Ga0.27O7,7
O,Y1Ba2Cu2.67Ga0.33O7,7
O,Y1Ba2Cu2.61Ga0.39O7,7
O,Y1Ba2Cu2.55Ga0.45O7,7
O,Y1Ba2Cu2.4Ga0.6O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu2.97Zn0.03O7,7
O,Y1Ba2Cu2.94Zn0.06O7,7
O,Y1Ba2Cu2.91Zn0.09O7,7
O,Y1Ba2Cu2.88Zn0.12O7,7
O,Y1Ba2Cu2.85Zn0.15O7,7
O,Y1Ba2Cu2.82Zn0.18O7,7
O,Y1Ba2Cu2.885Zn0.195O7,7
O,Y1Ba2Cu2.79Zn0.21O7,7
O,Y1Ba2Cu2.7Zn0.3O7,7
O,Y1Ba2Cu2.76Zn0.24O7,7
O,Bi2Sr2.8Nd0.2Cu2O,1
O,Bi2Sr2.7Nd0.3Cu2O,1
O,Bi2Sr2.6Nd0.4Cu2O,1
O,Bi2Sr2.5Nd0.5Cu2O,1
O,Bi2Sr2Ca1Cu2O,1
O,Bi2Sr1.9La0.1Ca1Cu2O,1
O,Bi2Sr1.8La0.2Ca1Cu2O,1
O,Bi2Sr1.7La0.3Ca1Cu2O,1
O,Bi2Sr1.6La0.4Ca1Cu2O,1
O,Bi2Sr1.5La0.5Ca1Cu2O,1
O,Bi2Sr1.4La0.6Ca1Cu2O,1
O,Bi1Sr1Cu1O,1
O,Bi1Sr0.95Nd0.05Cu1O,1
O,Bi1Sr0.9Nd0.1Cu1O,1
O,Bi1Sr0.85Nd0.15Cu1O,1
O,Bi1Sr0.8Nd0.2Cu1O,1
O,Bi1Sr0.75Nd0.25Cu1O,1
O,Bi1Sr0.7Nd0.3Cu1O,1
O,Bi1Sr0.65Nd0.35Cu1O,1
O,Tl2.5Nd1Sr2Cu2.5O,1
O,Tl2.5Pb0.2Nd1Sr2Cu2.5O,1
O,Tl2.5Pb0.5Nd1Sr2Cu2.5O,1
O,Tl2.5Pb0.6Nd1Sr2Cu2.5O,1
O,Tl2.5Pb0.7Nd1Sr2Cu2.5O,1
O,Tl2.5Pb1Nd1Sr2Cu2.5O,1
O,Tl2.5Pb0.3Pr1Sr2Cu2.5O,1
O,Tl2.5Pb0.5Pr1Sr2Cu2.5O,1
O,Tl2.5Pb0.65Pr1Sr2Cu2.5O,1
O,Tl2.5Pb0.8Pr1Sr2Cu2.5O,1
O,Tl2.5Pb1Pr1Sr2Cu2.5O,1
O,Y1Ba2Cu2.98Ni0.02O7,7
O,Y1Ba2Cu2.95Ni0.05O7,7
O,Y1Ba2Cu2.9Ni0.1O7,7
O,Y1Ba2Cu2.8Ni0.2O7,7
O,Y1Ba2Cu2.6Ni0.4O7,7
O,Bi2Ca1Sr2Cu2O8,8
O,Ba1Y0.67La0.33Cu1.8Li0.2O,1
O,Tl1.5Pb0.3Nd2Sr2Cu2O,1
O,Tl1.5Pb0.5Nd2Sr2Cu2O,1
O,Tl1.5Pb0.7Nd2Sr2Cu2O,1
O,Tl1.5Pb1Nd2Sr2Cu2O,1
O,Tl1.5Pb0.5Sm2Sr2Cu2O,1
O,Tl1.5Pb0.5Pr2Sr2Cu2O,1
O,Tl1.5Nd1Sr2Cu3O,1
O,Tl1.5Nd2Sr2Cu3O,1
O,Tl1.5Pb0.5Nd1Sr2Cu3O,1
O,Tl1.5Pb0.5Nd2Sr2Cu3O,1
O,Tl1.5Nd2Sr2Cu2O,1
O,Nd1.85Ce0.15Cu1O3.93,3.93
O,Pr1.85Ce0.15Cu1O4,4
O,Sm1.85Ce0.15Cu1O4,4
O,Y1Ba2Cu2.6Ni0.4O7,7
O,Sm1La0.75Sr0.25Cu1O3.95,3.95
O,Bi1Sr1Cu1O,1
O,Bi1.95La0.05Sr1Cu1O,1
O,La1.8Sr0.2Cu1O4,4
O,La1.92Sr0.08Cu1O,1
O,La1.88Sr0.12Cu1O,1
O,La1.84Sr0.16Cu1O,1
O,La1.8Sr0.2Cu1O,1
O,La1.76Sr0.24Cu1O,1
O,La1.91Sr0.09Cu1O4,4
O,Y1Ba2Cu3O6.7,6.7
O,La1.8Ba0.2Cu1O4,4
O,La2Cu1O4,4
O,Bi2Sr2Ca2Cu2O,1
O,La1.925Sr0.075Cu1O4,4
O,La1.887Sr0.113Cu1O4,4
O,La1.812Sr0.188Cu1O4,4
O,La1.775Sr0.225Cu1O4,4
O,La1.737Sr0.263Cu1O4,4
O,Y2Ba4Cu7O15,15
O,Eu2Ba4Cu7O15,15
O,Gd2Ba4Cu7O15,15
O,Dy2Ba4Cu7O15,15
O,Ho2Ba4Cu7O15,15
O,Er2Ba4Cu7O15,15
O,Ba0.77K0.23Bi1O3,3
O,Ba0.7K0.75Bi1O,1
O,Ba0.9K0.2Bi1O3,3
O,Ba0.9K0.24Bi1O3,3
O,Ba0.9Rb0.2Bi1O3,3
O,Ba0.6K0.4Bi1O3,3
O,Sm1Ba2Cu3O6.941,6.941
O,Sm1Ba2Cu3O7,7
O,Sm1Ba2Cu3O6.927,6.927
O,Sm1Ba2Cu3O6.9,6.9
O,Sm1Ba2Cu3O6.878,6.878
O,Sm1Ba2Cu3O6.813,6.813
O,Sm1Ba2Cu3O6.773,6.773
O,Sm1Ba2Cu3O6.734,6.734
O,Sm1Ba2Cu3O6.709,6.709
O,Sm1Ba2Cu3O6.554,6.554
O,Y1Ba2Cu3O,1
O,La1Ba2Cu3O,1
O,Nd1Ba2Cu3O,1
O,Sm1Ba2Cu3O,1
O,Eu1Ba2Cu3O,1
O,Dy1Ba2Cu3O,1
O,Ho1Ba2Cu3O,1
O,Er1Ba2Cu3O,1
O,Tm1Ba2Cu3O,1
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca1Cu2O8,8
O,Nd1.85Ce0.15Cu1O4,4
O,Bi2Sr2Ca1Cu2O,1
O,Y1Ba1.9Ca0.1Cu3O6.84,6.84
O,Y1Ba1.9Sr0.1Cu3O6.89,6.89
O,Y1Ba2Cu2.975Zn0.025O6.93,6.93
O,Y1Ba2Cu2.95Zn0.05O6.94,6.94
O,Y1Ba2Cu2.925Zn0.075O6.94,6.94
O,Y1Ba2Cu2.9Zn0.1O6.94,6.94
O,Y1Ba2Cu2.8Zn0.2O6.88,6.88
O,Y1Ba2Cu2.7Zn0.3O6.92,6.92
O,Y1Ba2Cu2.97Fe0.03O7,7
O,Y1Ba2Cu2.82Fe0.18O7,7
O,Y0.9Er0.1Ba1.9Sr0.1Cu3O7,7
O,Y0.9Ho0.1Ba2Cu3O7,7
O,Y1Ba2Cu2.975Zn0.025O6.85,6.85
O,Y1Ba2Cu2.95Zn0.05O6.85,6.85
O,Y1Ba2Cu2.925Zn0.075O6.85,6.85
O,Y1Ba2Cu2.9Zn0.1O6.85,6.85
O,Y1Ba2Cu2.85Zn0.15O6.85,6.85
O,Y1Ba2Cu2.8Zn0.2O6.85,6.85
O,Y1Ba2Cu2.8Ni0.2O7,7
O,Y1Ba2Cu2.88Ni0.12O7,7
O,Y1Ba2Cu2.75Ni0.25O7,7
O,Y1Ba2Cu2.72Ni0.28O7,7
O,Y1Ba2Cu2.89Co0.11O7,7
O,Y1Ba2Cu2.82Co0.18O7,7
O,Bi2Sr2Ca1Cu2O,1
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Bi2Sr2Ca1Cu2O8,8
O,Y1Ba1.9K0.1Cu3O6.9,6.9
O,La1.8Sr0.2Cu1O4,4
O,Y1Ba2Cu3O7,7
O,Tl2Ba2Ca1Cu2O,1
O,Tl2Ba2Cu1O,1
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu2.97Fe0.03O7,7
O,Y1Ba2Cu2.94Fe0.06O7,7
O,Y1Ba2Cu2.88Fe0.12O7,7
O,Y1Ba2Cu3O7,7
O,Y1.1Ba1.9Cu3O7,7
O,Y1Ba2Cu3O6.5,6.5
O,Y1Ba2Cu3O6.92,6.92
O,Y1Ba2Cu3O6.66,6.66
O,Y1Ba2Cu3O6.95,6.95
O,La1.8Sr0.2Cu1O4,4
O,Gd1Ba2Cu3O7,7
O,Gd1Ba2Cu3O7,7
O,Gd1Ba2Cu2.925Fe0.075O7,7
O,Gd1Ba2Cu2.85Fe0.15O7,7
O,Gd1Ba2Cu2.7Fe0.3O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Y1Ba2Cu3O7,7
O,Bi4.1Sr2.4Ca2.4Cu4O,1
O,Y0.9Ba2.1Cu3O7,7
O,Y1.1Ba1.9Cu3O7,7
O,Ba0.6K0.4Bi1O3,3
O,La1.8Ba0.2Cu1O4,4
O,La1.8Sr0.2Cu1O4,4
O,Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3O,1
O,Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,1
O,Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3O,1
O,Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3O,1
O,La1.8Sr0.2Cu1O4,4
O,La1.85Ba0.15Cu1O4,4
O,Y1Ba2Cu3O7,7
O,Tl2Ba2Ca2Cu3O10,10
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca6Cu8O19,19
O,Bi2Sr2Ca1Cu2O8,8
O,Bi2Sr2Ca2Cu4O11,11
O,Tl1Ba1Ca1Cu2O5.5,5.5
O,Bi2.15Sr1.68Ca1.17Cu2O8,8
O,Tl2Ba2Ca1Cu2O7.876,7.876
O,Tl2Ba2Ca1Cu2O7.833,7.833
O,Tl2Ba2Ca1Cu2O8,8
O,Tl2Ba2Ca1Cu2O7.984,7.984
O,Tl2Ba2Ca1Cu2O7.978,7.978
O,Tl2Ba2Ca1Cu2O7.958,7.958
O,Tl2Ba2Ca1Cu2O7.946,7.946
O,Tl2Ba2Ca2Cu3O10,10
O,Tl2Ba2Ca2Cu3O9.964,9.964
O,Tl2Ba2Ca2Cu3O9.877,9.877
O,Tl2Ba2Ca2Cu3O9.841,9.841
O,Tl0.5Pb0.5Ca0.8Er0.2Sr2Cu2O,1
F,Y1Ba2Cu3F0.825O,0.825
F,Y1Ba2Cu3F1.65O5.675,1.65
F,Y1Ba2Cu3F0.066O,0.066
F,Y1Ba2Cu3F0.066O,0.066
F,Y1Ba2Cu3F0.165O,0.165
F,Y1Ba2Cu3F0.016O,0.016
F,Y1Ba2Cu3F0.033O,0.033
F,Y1Ba2Cu3F0.05O,0.05
Na,La2.89Na0.11Cu1O4,0.11
Na,La2.89Na0.41Cu1O4,0.41
Na,Bi2Sr2Ca0.9Na0.1Cu2O8,0.1
Na,Bi2Sr2Ca0.8Na0.2Cu2O8,0.2
Na,Bi2Sr2Ca0.7Na0.3Cu2O8,0.3
Na,Bi2Sr2Ca0.9Na0.1Cu2O8,0.1
Na,Bi2Sr2Ca0.8Na0.2Cu2O8,0.2
Na,Bi2Sr2Ca0.7Na0.3Cu2O8,0.3
Na,Bi2Sr2Ca0.9Na0.1Cu2O8,0.1
Na,Bi2Sr2Ca0.8Na0.2Cu2O8,0.2
Na,Bi2Sr2Ca0.7Na0.3Cu2O8,0.3
Al,Y1Ba2Cu2.95Al0.05O7,0.05
Al,Y1Ba2Cu2.9Al0.1O7,0.1
Al,Y1Ba2Cu2.89Al0.11O7,0.11
Al,Y1Ba2Cu2.88Al0.12O7,0.12
Al,Y1Ba2Cu2.87Al0.13O7,0.13
Al,Y1Ba2Cu2.865Al0.135O7,0.135
Al,Y1Ba2Cu2.82Al0.18O7,0.18
Al,Y1Ba2Cu2.95Al0.05O6.93,0.05
Al,Y1Ba2Cu2.9Al0.1O6.93,0.1
Al,Y1Ba2Cu2.8Al0.2O6.91,0.2
Al,Y1Ba2Cu2.7Al0.3O6.99,0.3
Al,Y1Ba2Cu2.6Al0.4O7,0.4
Al,Y1Ba2Cu2.97Al0.03O,0.03
Al,Y1Ba2Cu2.94Al0.06O,0.06
Al,Y1Ba2Cu2.885Al0.105O,0.105
Al,Y1Ba2Cu2.85Al0.15O,0.15
Al,Y1Ba2Cu2.52Al0.48O6.74,0.48
Al,Y1Ba2Cu2.05Al0.95O6.7,0.95
Al,Y1Ba2Cu2.095Al0.095O6.81,0.095
Al,Y1Ba2Cu2.9Al0.1O7.1,0.1
Al,Y1Ba2Cu2.97Al0.03O7,0.03
Al,Y1Ba2Cu2.94Al0.06O7,0.06
Al,Y1Ba2Cu2.88Al0.12O7,0.12
Al,Y1Ba2Cu2.82Al0.18O7,0.18
Al,Y1Ba2Cu2.76Al0.24O7,0.24
Al,Y1Ba2Cu2.7Al0.3O7,0.3
S,Y1Ba2Cu3S1O6,1
S,Nd1Ba2Cu3S1O6,1
S,Nd1Ba2Cu3S1O5,1
S,Eu1Ba2Cu3S1O6,1
S,Gd1Ba2Cu3S1O6,1
S,Y1Ba2Cu3S0.03O7.12,0.03
S,Y1Ba2Cu3S0.06O7.23,0.06
S,Y1Ba2Cu3S0.12O7.28,0.12
S,Y1Ba2Cu3S0.001O7,0.001
S,Y1Ba2Cu3S0.05O7,0.05
Cl,Y1Ba2Cu3Cl1O6,1
K,Ba0.65K0.35Bi1O3,0.35
K,Ba0.6K0.4Bi1O3,0.4
K,Ba0.6K0.4Bi1O3,0.4
K,Bi2Sr1.8K0.2Ca1Cu2O8,0.2
K,Bi2Sr1.6K0.4Ca1Cu2O8,0.4
K,Bi2Sr1.8K0.2Ca1Cu2O8,0.2
K,Bi2Sr1.6K0.4Ca1Cu2O8,0.4
K,Bi2Sr1.8K0.2Ca1Cu2O8,0.2
K,Bi2Sr1.6K0.4Ca1Cu2O8,0.4
K,Ba0.6K0.4Bi1O3,0.4
K,Ba0.77K0.23Bi1O3,0.23
K,Ba0.7K0.75Bi1O,0.75
K,Ba0.9K0.2Bi1O3,0.2
K,Ba0.9K0.24Bi1O3,0.24
K,Ba0.6K0.4Bi1O3,0.4
K,Y1Ba1.9K0.1Cu3O6.9,0.1
K,Ba0.6K0.4Bi1O3,0.4
Ca,Y1Ba1.5Ca0.5Cu3O7,0.5
Ca,La1.85Ca0.15Cu1O4,0.15
Ca,Tl2Ca2Ba1Cu3O,2
Ca,Tl2Ca2Ba2Cu3O,2
Ca,Bi1Sr1Ca1Cu2O,1
Ca,Bi2Sr1.8Ca1.2Cu2O,1.2
Ca,Bi2Sr3Ca4Cu8O,4
Ca,Bi1Sr1Ca1Cu2O,1
Ca,Bi1Ca1Sr1Cu2O,1
Ca,Bi1Ca1Sr1Cu2O,1
Ca,Bi1Sr1Ca1Cu2O,1
Ca,Bi2.2Sr2Ca0.8Cu2O8,0.8
Ca,La1Ba1.75Ca0.25Cu3O,0.25
Ca,La1Ba1.25Ca0.75Cu3O,0.75
Ca,La1Ba1Ca1Cu3O,1
Ca,La1Ba0.5Ca1.5Cu3O,1.5
Ca,Bi2Sr2Ca2Cu3O,2
Ca,Bi2Sr2Ca1Cu2O,1
Ca,La1.9Ca0.1Cu1O3.967,0.1
Ca,La1.85Ca0.15Cu1O3.942,0.15
Ca,La1.8Ca0.2Cu1O3.917,0.2
Ca,Bi2Ca1Sr2Cu2O8,1
Ca,Bi2Sr2Ca1Cu2O,1
Ca,Bi2Sr2Ca2Cu3O,2
Ca,Tl2Ca1Ba2Cu2O,1
Ca,Bi2.2Ca1Sr1.9Cu2O8,1
Ca,Bi2Sr1.3Ca0.7Cu1O6.15,0.7
Ca,Bi0.8Pb0.2Sb0.05Sr1Ca1Cu2O,1
Ca,Bi0.8Pb0.2Sr1Ca1Cu2O,1
Ca,Bi4.4Sr3.6Ca2Cu4O,2
Ca,Pb0.3Bi1.7Sr2Ca2Cu3O10,2
Ca,Tl1Sr2Ca0.5Sm0.5Cu2O6.75,0.5
Ca,Tl2Ca2Ba2Cu3O,2
Ca,Bi2Sr1.3Ca0.7Cu1O8,0.7
Ca,La1Ba1Ca1Cu3O6.98,1
Ca,Bi2Ca1Sr2Cu2O8,1
Ca,Bi2Ca2Sr1Cu2O8,2
Ca,Bi2Ca1.5Y0.5Sr1Cu2O8,1.5
Ca,Tl2Ca2Ba2Cu3O,2
Ca,Tl2Ca1Ba2Cu2O,1
Ca,Tb1Pb1Sr2Ca3Cu4O,3
Ca,Ho1Pb1Sr2Ca3Cu4O,3
Ca,Er1Pb1Sr2Ca3Cu4O,3
Ca,Tm1Pb1Sr2Ca3Cu4O,3
Ca,Yb1Pb1Sr2Ca3Cu4O,3
Ca,Lu1Pb1Sr2Ca3Cu4O,3
Ca,Y1Pb1Sr2Ca3Cu4O,3
Ca,La1Pb1Sr2Ca3Cu4O,3
Ca,Ce1Pb1Sr2Ca3Cu4O,3
Ca,Pr1Pb1Sr2Ca3Cu4O,3
Ca,Nd1Pb1Sr2Ca3Cu4O,3
Ca,Sm1Pb1Sr2Ca3Cu4O,3
Ca,Eu1Pb1Sr2Ca3Cu4O,3
Ca,Gd1Pb1Sr2Ca3Cu4O,3
Ca,Tl2Ba2Ca2Cu3O,2
Ca,Bi2Sr2Ca1Cu2O8,1
